iter	RMSE
673	551.974842
674	551.9748135
675	551.8771453
676	551.8221155
677	551.8071401
678	551.7648115
679	551.7164015
680	551.6794345
681	551.607395
682	551.5978206
683	551.4518414
684	551.4045523
685	551.369414
686	551.3481099
687	551.1982469
688	551.0596008
689	551.0525983
690	551.0184567
691	551.0161706
692	551.0067401
693	550.9483358
694	550.8875891
695	550.880606
696	550.8727449
697	550.8355471
698	550.8020081
699	550.7942385
700	550.7605809
701	550.6776602
702	550.5679177
703	550.5611664
704	550.5363891
705	550.5359016
706	550.4766202
707	550.4039867
708	550.3548525
709	550.3324073
710	550.3143847
711	550.2821005
712	550.2375592
713	550.2203183
714	550.1992969
715	550.1929283
716	550.1601992
717	550.1431888
718	550.1124372
719	550.0560113
720	549.9741199
721	549.9281085
722	549.9049452
723	549.8334891
724	549.8273096
725	549.8213289
726	549.8150721
727	549.7593725
728	549.6895313
729	549.6600018
730	549.6542003
731	549.5875006
732	549.5604922
733	549.5396356
734	549.5196726
735	549.4821146
736	549.3881579
737	549.3451369
738	549.3446911
739	549.3241636
740	549.2425775
741	549.2187328
742	549.2166558
743	549.1620641
744	549.1258268
745	549.0691196
746	549.0426963
747	548.986913
748	548.9754799
749	548.9646295
750	548.9398205
751	548.9138191
752	548.9034262
753	548.8237926
754	548.7910873
755	548.7704079
756	548.7454156
757	548.7072385
758	548.6390174
759	548.6199384
760	548.6158018
761	548.5585773
762	548.5383515
763	548.4858664
764	548.3898094
765	548.3884275
766	548.3685197
767	548.2408321
768	548.2167853
769	548.1800419
770	548.0855472
771	547.8927091
772	547.8871292
773	547.8869573
774	547.8815532
775	547.8431253
776	547.8280554
777	547.7778496
778	547.6834603
779	547.6765833
780	547.6524693
781	547.6337828
782	547.6207397
783	547.5126311
784	547.4610468
785	547.4606762
786	547.4194038
787	547.3962882
788	547.3818271
789	547.3815302
790	547.3688128
791	547.3454753
792	547.3385399
793	547.2235509
794	547.2232811
795	547.1709883
796	547.1564561
797	547.090544
798	547.0854037
799	547.0753273
800	547.0750768
801	547.0658713
802	547.0502464
803	546.9878431
804	546.9876095
805	546.9603204
806	546.9389424
807	546.800941
808	546.8006694
809	546.7867985
810	546.7818256
811	546.676919
812	546.6767159
813	546.5874516
814	546.5704852
815	546.5567988
816	546.5385022
817	546.4215247
818	546.359337
819	546.3480531
820	546.2465052
821	546.1949302
822	546.1508118
823	546.1379832
824	546.0744088
825	546.0342893
826	546.0302047
827	545.9923768
828	545.9316581
829	545.839195
830	545.7905207
831	545.7391367
832	545.6898818
833	545.6851732
834	545.6616493
835	545.6570849
836	545.6526586
837	545.5630972
838	545.5617559
839	545.5524499
840	545.5511704
841	545.503908
842	545.4263947
843	545.3507688
844	545.3304144
845	545.2871349
846	545.2645587
847	545.2135041
848	545.1379834
849	545.1184175
850	545.0992566
851	545.0819094
852	545.0343375
853	544.9290057
854	544.9033231
855	544.9030763
856	544.8861639
857	544.8783651
858	544.8548234
859	544.8050824
860	544.7312084
861	544.6949388
862	544.6822833
863	544.6100592
864	544.5394541
865	544.5213316
866	544.5132237
867	544.4441898
868	544.3766906
869	544.3730546
870	544.363882
871	544.3596216
872	544.3554885
873	544.2791182
874	544.1714002
875	544.0981867
876	544.0894064
877	544.0233693
878	543.9587891
879	543.9520012
880	543.9401874
881	543.8460919
882	543.8089932
883	543.7457756
884	543.7057932
885	543.6439567
886	543.5834701
887	543.5739915
888	543.4570397
889	543.45301
890	543.3946255
891	543.3907145
892	543.3645007
893	543.2506262
894	543.1707302
895	543.1669302
896	543.0885821
897	543.0321954
898	542.9695406
899	542.9529169
900	542.9483644
901	542.8931844
902	542.839952
903	542.7931976
904	542.684098
905	542.6319467
906	542.5573304
907	542.4519905
908	542.4226842
909	542.4190303
910	542.3465465
911	542.2510286
912	542.1703313
913	542.0723505
914	542.0010815
915	541.9215044
916	541.85139
917	541.7812764
918	541.6924052
919	541.6234202
920	541.5545228
921	541.5355515
922	541.4676669
923	541.4000383
924	541.39646
925	541.3929849
926	541.3055849
927	541.2390463
928	541.2221859
929	541.2220565
930	541.1543166
931	541.1381027
932	541.1026547
933	541.0972848
934	541.0343922
935	540.9689049
936	540.9044739
937	540.8410743
938	540.8249944
939	540.7760215
940	540.683823
941	540.5795319
942	540.5495503
943	540.4284095
944	540.3668953
945	540.351455
946	540.3481423
947	540.2583528
948	540.2127428
949	540.1892591
950	540.1029598
951	540.0292396
952	539.9514993
953	539.9482757
954	539.8857373
955	539.7979138
956	539.7859024
957	539.7827645
958	539.7154516
959	539.7028158
960	539.6412429
961	539.5246214
962	539.5242986
963	539.4795607
964	539.4324873
965	539.4163148
966	539.3679042
967	539.1731306
968	539.1544056
969	539.0703711
970	539.0099035
971	538.9634389
972	538.9039089
973	538.8717841
974	538.828721
975	538.7386811
976	538.7143583
977	538.6246563
978	538.6199978
979	538.5665962
980	538.4921504
981	538.4055602
982	538.3784886
983	538.3330714
984	538.2678859
985	538.2228122
986	538.1813843
987	538.1579643
988	538.1175088
989	538.0249141
990	537.9818536
991	537.9741455
992	537.9655528
993	537.9228962
994	537.900318
995	537.8427452
996	537.8245214
997	537.7164466
998	537.7000363
999	537.67294
